Wikidata ID,name,,,,name in hiragana,party short name,parliamentary_group,,,current position,,,prefecuture code for sort key,,area 1(proportionally represented constituency),area 2(small electoral district),candidacy in election,elected in,gender,birthday,age(calculated),,image,,Facebook profile ID,official Facebook page,LINE,YouTube channel ID,,official site,e-mail,official blog,described at URL,place of birth,biography,,occupation,position held,father,spouse,memorandom,Wikidata ID（参考情報）,Wikipedia URL（参考情報）,,,,,,,,,,,,,,
UI用DBカラム名,name_full,name_last,name_first,name_alias,name_full_furigana,pary_id,,party_history,is_candidate,current_position,submission_order,,pref_code,senkyoku_no,hirei_area_id,,candidacy_history,winning_history,gender,birth_day,,birth_year,photo_url,twitter_id,facebook_id,facebook_page_id,line_id,youtube_channel_id,instagram_id,offiicial_website_url,email,official_blog_url,reference_url,birth_place,educational_background,,occupation,position_held,father,spouse,,url_wikidata,url_wikipedia,,,,,,,,,,,,,,
wikdiata_concept,label,,,alias,P1814,P102,P4100,P102,P3602,,,,Q646425,,P768(Q13365595),P768(Q1052894),P3602,P2715,P21,P569,,P569,P18,P2002,P2013,P4003,P553-P554,P2397,P553-P554,P856,P968,P1581,P973,P19,P69,P69,P106,P39,P22,P26,,,,,,,,,,,,,朝日結果から確認,,,,
wikidata,名前（フル）,名前（姓）,名前（名）,選挙用表記名/別名,かな,公認政党,推薦政党,以前の政党,立候補,前回,届け出順,比例名簿順位,都道府県,小選挙区番号,比例区,小選挙区,過去の立候補歴,過去の当選歴,性別,誕生日,年齢,誕生年,写真,twitter,フェイスブックID,公式Facebookページ,LINEアカウント,youtube channel,Instagram,公式サイト,メールアドレス,公式ブログ,詳細情報URL,出生地,学歴（履歴）,学歴（最新）,職歴,公職,父親,配偶者,メモ,Wikidata URL,Wikipedia URL,担当,予定日,完了日,担当,予定日,完了日,GrayDBId,,,小選挙区,重複立候補,比例のみ,比例名簿順,マッチング情報
Q1133194,森英介,森,英介,,もり えいすけ,自民,,,確定,現職,,,12,11,南関東,千葉県 11区,,,男性,1948-08-31,69,1948,,,,,,,,http://www.morieisuke.com/index.html,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1133194,,,,,,,,205,もり えいすけ,http://google.co.jp/search?q=森英介,千葉11区,比例,,2,1_小選挙区
Q1133360,佐藤勉,佐藤,勉,,さとう つとむ,自民,,,確定,現職,,,9,4,北関東,栃木県 4区,,,男性,1952-06-20,65,1952,,,,,,,,http://www.satoben.jp/,,,,栃木県下都賀郡壬生町,,,,,,,,https://www.wikidata.org/wiki/Q1133360,,,,10/9,,,,139,さとう つとむ,http://google.co.jp/search?q=佐藤勉,栃木4区,比例,,1,1_小選挙区
Q1133880,二階俊博,二階,俊博,,にかい としひろ,自民,,,確定,現職,,,30,3,,和歌山県 3区,,,男性,1939-02-17,78,1939,,,,,,,,http://www.nikai.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1133880,,,,,,,,644,にかい としひろ,http://google.co.jp/search?q=二階俊博,和歌山3区,,,,1_小選挙区
Q11353993,三ッ林裕巳,三ッ林,裕巳,,みつばやし ひろみ,自民,,,確定,現職,,,11,14,北関東,埼玉県 14区,,,女性,1955-09-07,62,1955,,hiromitsubayasi,,,,,,http://h-mitsubayashi.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11353993,,,,,,,,170,みつばやし ひろみ,http://google.co.jp/search?q=三ッ林裕巳,埼玉14区,比例,,1,1_小選挙区
Q11355593,三木圭恵,三木,圭恵,三木けえ,みき けえ,維新,,,確定,,,,28,7,近畿,兵庫県 7区,,,女性,1966-07-07,51,1966,,keemiki,,,,,,http://www.55miki.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11355593,,,,,,,,622,みき けえ,http://google.co.jp/search?q=三木圭恵,兵庫7区,比例,,2,1_小選挙区
Q11355765,三村和也,三村,和也,,みむら かずや,希望,,民進,確定,,,,14,18,南関東,神奈川県 18区,,,男性,1975-09-09,42,1975,,,,,,,,http://mimurakazuya.net,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11355765,,,,,,,,331,みむら かずや,http://google.co.jp/search?q=三村和也,神奈川18区,比例,,1,1_小選挙区
Q1135729,細野豪志,細野,豪志,,ほその ごうし,希望,民進,,確定,現職,,,22,5,,静岡県 5区,第42~47回衆議院議員選挙,第42~47回衆議院議員選挙,男性,1971-08-21,46,1971,,hosono_54,https://www.facebook.com/hosono54,,,,,http://www.gohosono.com/,,https://ameblo.jp/gohosono,,滋賀県,,京都大学法学部,,"内閣府特命担当大臣（消費者及び食品安全）
内閣府特命担当大臣（原子力損害賠償支援機構）
第17代 環境大臣
内閣府特命担当大臣（原子力行政）
内閣府特命担当大臣（原子力防災）",,,,https://www.wikidata.org/wiki/Q1135729,https://ja.wikipedia.org/wiki/%E7%B4%B0%E9%87%8E%E8%B1%AA%E5%BF%97,ypresto,,10/11/2017,,,,452,ほその ごうし,http://google.co.jp/search?q=細野豪志,静岡5区,,,,1_小選挙区
Q11357294,三谷英弘,三谷,英弘,,みたに ひでひろ,自民,,,確定,,,,14,8,南関東,神奈川県 8区,,,男性,1976-06-28,41,1976,,mitani_h,,,,,,http://mitani-h.net/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11357294,,,,,,,,357,みたに ひでひろ,http://google.co.jp/search?q=三谷英弘,神奈川8区,比例,,2,1_小選挙区
Q11359720,上田勇,上田,勇,上田いさむ,うえだ いさむ,公明,,,確定,現職,,,14,6,,神奈川県 6区,,,男性,1958-08-05,59,1958,,IsamuUeda,https://www.facebook.com/isamu.ueda.77,,,,,http://www.isamu-u.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11359720,,,,,,,,348,うえだ いさむ,http://google.co.jp/search?q=上田勇,神奈川6区,,,,1_小選挙区
Q11360320,上野宏史,上野,宏史,,うえの　ひろし,自民,,"みんなの党
日本維新の会
次世代の党
無所属",確定,元,,,54,,南関東,,,"第22回参議院議員通常選挙
第46回衆議院議員総選挙",男性,1971-02-23,46,,,ueno_hiroshi,https://www.facebook.com/ueno.hiroshi,,,,https://www.instagram.com/ueno_hiroshi/,http://www.ueno-hiroshi.jp/,,https://ameblo.jp/ueno-hiroshi/,,,東京大学,ハーバード大学大学院,"経済産業省
共愛学園前橋国際大学客員教授
一般社団法人群馬県地域活性化協議会代表理事",,上野公成（義父）,,,,https://ja.wikipedia.org/wiki/%E4%B8%8A%E9%87%8E%E5%AE%8F%E5%8F%B2,ypresto,,10/12/2017,,,,,うえの　ひろし,http://google.co.jp/search?q=上野宏史,,,南関東,,
Q11361823,不破弘樹,不破,弘樹,,ふわ ひろき,希望,,,確定,,,,10,4,北関東,群馬県 4区,,,男性,1966-07-09,51,1966,,-,-,,,,,http://www.minshin-fuwa.com/,minshin-fuwa@ca.wakwak.com,,,,,,,,,,,https://www.wikidata.org/wiki/Q11361823,,,,10/10,,,,152,ふわ ひろき,http://google.co.jp/search?q=不破弘樹,群馬4区,比例,,1,1_小選挙区
Q11362721,並木正芳,並木,正芳,,なみき まさよし,希望,,,確定,,,,53,,北関東,,,,,,,,,namiki2020,,,,,,http://www.namikimasayoshi.jp,,,,,,,,,,,,,,,,,,,,,なみき まさよし,http://google.co.jp/search?q=並木正芳,,,北関東,,
Q11363118,中原八一,中原,八一,,なかはら やいち,自民,,,確定,,,,56,,北陸信越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なかはら やいち,http://google.co.jp/search?q=中原八一,,,北陸信越,,
Q11364144,中山展宏,中山,展宏,,なかやま のりひろ,自民,,,確定,現職,,,14,9,南関東,神奈川県 9区,,,男性,1968-09-16,49,1968,,norihiron,,,,,,http://norihiro.org/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11364144,,,,,,,,872,なかやま のりひろ,http://google.co.jp/search?q=中山展宏,神奈川9区,比例,,2,1_小選挙区
Q11364418,中島克仁,中島,克仁,,なかじま かつひと,無所属,,民進,確定,現職,,,19,1,,山梨県 1区,,,男性,1967-09-27,50,1967,,KatsuNakajima,,https://www.facebook.com/%E4%B8%AD%E5%B3%B6%E5%85%8B%E4%BB%81-%E4%BA%8B%E5%8B%99%E6%89%80-469293053090825/,,,,http://katsuhito-nakajima.jp/,,,,,,,医師,,,,,https://www.wikidata.org/wiki/Q11364418,,higa4,,10/11,,,,403,なかじま かつひと,http://google.co.jp/search?q=中島克仁,山梨1区,,,,1_小選挙区
Q11365989,中村裕之,中村,裕之,,なかむら ひろゆき,自民,,,確定,現職,,,1,4,北海道,北海道 4区,"北海道議会議員選挙後志管内選挙区(2003)
北海道議会議員選挙後志管内選挙区(2007)
北海道議会議員選挙後志管内選挙区(2011)
第46回衆議院議員総選挙(2012)
第47回衆議院議員総選挙(2014)","北海道議会議員選挙後志管内選挙区(2003)
北海道議会議員選挙後志管内選挙区(2007)
北海道議会議員選挙後志管内選挙区(2011)
第46回衆議院議員総選挙(2012)
第47回衆議院議員総選挙(2014)",男性,1961-02-23,56,1961,,nakamurahiro3,https://www.facebook.com/hiroyuki.nakamura.1466126,,,UCShAseGI8Ncv4oerrH2xfRw,,http://www.hiro-nakamura.jp/,,http://www.hiro-nakamura.jp/?page_id=12,http://www.hiro-nakamura.jp/?page_id=9,北海道余市郡余市町,,北海学園大学,北海道庁,,,,,https://www.wikidata.org/wiki/Q11365989,https://ja.wikipedia.org/wiki/%E4%B8%AD%E6%9D%91%E8%A3%95%E4%B9%8B,Yfuruchin,10/9,10/9,,,,22,なかむら ひろゆき,http://google.co.jp/search?q=中村裕之,北海道4区,比例,,3,1_小選挙区
Q11366226,中根康浩,中根,康浩,,なかね やすひろ,希望,,,確定,現職,,,57,,東海,,,,男性,1962-08-17,55,1962,,,,,,,,http://www.sun-inet.or.jp/~nakayasu/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11366226,,,,,,,,912,なかね やすひろ,http://google.co.jp/search?q=中根康浩,,,東海,24,2_比例
Q11366452,中津川博郷,中津川,博郷,,なかつがわ ひろさと,維新,,,確定,,,,55,,東京,,,,男性,1949-04-12,68,1949,,h_nakatsugawa,-,,,,,http://www.naktsugawa.net/,,,https://www.naktsugawa.net/%E5%9F%BA%E6%9C%AC%E6%94%BF%E7%AD%96/,,,早稲田大学第一文学部,,,,,,https://www.wikidata.org/wiki/Q11366452,,,,10/10,,,,258,なかつがわ ひろさと,http://google.co.jp/search?q=中津川博郷,,,東京,3,2_比例
Q11367646,中野洋昌,中野,洋昌,中野ひろまさ,なかの ひろまさ,公明,,,確定,現職,,,28,8,,兵庫県 8区,,,男性,1978-01-04,39,1978,,Hiro_NAKANO_,https://www.facebook.com/nakanohiromasa.office,,,,,http://www.nakano-hiromasa.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11367646,,,,,,,,624,なかの ひろまさ,http://google.co.jp/search?q=中野洋昌,兵庫8区,,,,1_小選挙区
Q11368259,丸山穂高,丸山,穂高,丸山ほだか,まるやま ほだか,維新,,,確定,現職,,,27,19,近畿,大阪府 19区,,,男性,1984-01-10,33,1984,,maruyamahodaka,,,,,,http://www.h-maruyama.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11368259,,higa4,,10/10,,,,564,まるやま ほだか,http://google.co.jp/search?q=丸山穂高,大阪19区,比例,,2,1_小選挙区
Q11368828,乃木涼介,乃木,涼介,,のぎ りょうすけ,希望,,民進,確定,,,,14,15,南関東,神奈川県 15区,,,男性,1964-08-23,53,1964,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11368828,,,,,,,,584,のぎ りょうすけ,http://google.co.jp/search?q=乃木涼介,神奈川15区,比例,,1,1_小選挙区
Q11370719,亀井亜紀子,亀井,亜紀子,,かめい あきこ,立民,,,確定,,,,32,1,中国,島根県 1区,,,,,,,,,,,,,,http://akiko-kamei.home-p.info/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11370719,,,,,,,,652,かめい あきこ,http://google.co.jp/search?q=亀井亜紀子,島根1区,比例,,1,1_小選挙区
Q11373203,井上英孝,井上,英孝,井上ひでたか,いのうえ ひでたか,維新,,,確定,現職,,,27,1,近畿,大阪府 1区,,,男性,1971-10-25,45,1971,,,https://www.facebook.com/hidetaka.inoue.5,,,,,https://www.hidetaka-inoue.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11373203,,higa4,,10/10,,,,567,いのうえ ひでたか,http://google.co.jp/search?q=井上英孝,大阪1区,比例,,2,1_小選挙区
Q11373245,井上貴博,井上,貴博,,いのうえ たかひろ,自民,,,確定,現職,,,40,1,九州,福岡県 1区,,2014年 第47回衆議院議員総選挙,男性,1962-04-02,55,1962,,,https://www.facebook.com/inouetakahirojimusho,,,,,http://inouetakahiro.jp,,,,,,獨協大学,,自民党国会対策副委員長,,,,https://www.wikidata.org/wiki/Q11373245,,churu110,10/10,10/10,,,,738,いのうえ たかひろ,http://google.co.jp/search?q=井上貴博,福岡1区,比例,,4,1_小選挙区
Q11373350,井出庸生,井出,庸生,,いで ようせい,希望,,民進,確定,現職,,,20,3,北陸信越,長野県 3区,,,男性,1977-11-21,39,1977,,yousei_ide,,,,,,http://yousei-ide.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11373350,,,,,,,,417,いで ようせい,http://google.co.jp/search?q=井出庸生,長野3区,比例,,1,1_小選挙区
Q11373460,井坂信彦,井坂,信彦,,いさか のぶひこ,希望,,民進,確定,現職,,,28,1,近畿,兵庫県 1区,,,男性,1974-03-27,43,1974,,isakanobuhiko,https://www.facebook.com/isakanobuhiko,,,,,http://www.minna-isaka.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11373460,,,,,,,,603,いさか のぶひこ,http://google.co.jp/search?q=井坂信彦,兵庫1区,比例,,3,1_小選挙区
Q11373555,井戸正枝,井戸,正枝,,いど まさえ,立民,,,確定,,,,13,4,東京,東京都 4区,,,女性,1965-12-13,51,1965,,idomasae,masae.ido,idomasae,,,,http://www.idomasae.com/,,,,,,東京女子大学,,,,,,https://www.wikidata.org/wiki/Q11373555,,higa4,,10/10,,,,297,いど まさえ,http://google.co.jp/search?q=井戸正枝,東京4区,比例,,1,1_小選挙区
Q11373633,井林辰憲,井林,辰憲,,いばやし たつのり,自民,,,確定,現職,,,22,2,東海,静岡県 2区,"第46,47回衆議院議員選挙","第46,47回衆議院議員選挙",男性,1976-07-18,41,1976,,T_Ibayashi,,,,,,http://t-ibayashi.com/index.html,,,,静岡県榛原郡川根本町,"芝中学校
芝高等学校
京都大学工学部環境工学科
京都大学大学院工学研究科",京都大学工学部環境工学科,,,,,,https://www.wikidata.org/wiki/Q11373633,,,,,,,,445,いばやし たつのり,http://google.co.jp/search?q=井林辰憲,静岡2区,比例,,1,1_小選挙区
Q11373778,井野俊郎,井野,俊郎,,いの としろう,自民,,,確定,現職,,,10,2,北関東,群馬県 2区,,,男性,1980-01-08,37,1980,,-,ino.toshiro,,,,,http://www.inooffice.jp/,,,,伊勢崎市,,,,,,,,https://www.wikidata.org/wiki/Q11373778,,,,10/9,,,,147,いの としろう,http://google.co.jp/search?q=井野俊郎,群馬2区,比例,,1,1_小選挙区
Q11376392,仁木博文,仁木,博文,,にき ひろぶみ,希望,,民進,確定,,,,36,1,四国,徳島県 1区,,,男性,1966-05-23,51,1966,,,,,,,,http://www.h-niki.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11376392,,,,,,,,702,にき ひろぶみ,http://google.co.jp/search?q=仁木博文,徳島1区,比例,,1,1_小選挙区
Q11376723,今井雅人,今井,雅人,,いまい まさと,希望,,民進,確定,現職,,,21,4,東海,岐阜県 4区,,,男性,1962-02-21,55,1962,,imai_masato,,,,,,http://www.imai-masato.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11376723,,,,,,,,913,いまい まさと,http://google.co.jp/search?q=今井雅人,岐阜4区,比例,,1,1_小選挙区
Q11377131,今枝仁,今枝,仁,,いまえだ じん,維新,,,確定,,,,34,3,中国,広島3区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,いまえだ じん,,,,,,
Q11377132,今枝宗一郎,今枝,宗一郎,,いまえだ そういちろう,自民,,,確定,現職,,,23,14,東海,愛知県 14区,,,男性,1984-02-18,33,1984,,imaeda_soichiro,https://www.facebook.com/pages/%E4%BB%8A%E6%9E%9D%E3%81%9D%E3%81%86%E3%81%84%E3%81%A1%E3%82%8D%E3%81,,,,,http://www.imaeda-sou.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11377132,,,,,,,,473,いまえだ そういちろう,http://google.co.jp/search?q=今枝宗一郎,愛知14区,比例,,1,1_小選挙区
Q11377294,今津寛,今津,寛,,いまず ひろし,自民,,,確定,現職,,,1,6,北海道,北海道 6区,"旭川市議会議員選(1975)
旭川市議会議員選(1979)
北海道議会議員選挙(1983)
北海道議会議員選挙(1987)
第39回衆議院議員総選挙(1990)
第40回衆議院議員総選挙(1993)
第41回衆議院議員総選挙(1996)
第42回衆議院議員総選挙(2000)
第43回衆議院議員総選挙(2003)
第44回衆議院議員総選挙(2005)
第45回衆議院議員総選挙(2009)
第46回衆議院議員総選挙(2012)
第47回衆議院議員総選挙(2014)","旭川市議会議員選(1975)
旭川市議会議員選(1979)
北海道議会議員選挙(1983)
北海道議会議員選挙(1987)
第39回衆議院議員総選挙(1990)
第40回衆議院議員総選挙(1993)
第43回衆議院議員総選挙(2003)
第44回衆議院議員総選挙(2005)
第45回衆議院議員総選挙(2009:繰上当選)
第46回衆議院議員総選挙(2012)
第47回衆議院議員総選挙(2014)",男性,1946-09-30,71,1946,,imazu164,https://www.facebook.com/imazuhiroshi164,,,imazuhiroshi,,http://hiroshi-i.net/,,http://hiroshi-i.net/?cat=11,http://hiroshi-i.net/?page_id=4479,北海道旭川市,,中央大学法学部,,"外務委員会
北朝鮮による拉致問題等に関する特別委員会
情報監視審査会",,,,https://www.wikidata.org/wiki/Q11377294,https://ja.wikipedia.org/wiki/%E4%BB%8A%E6%B4%A5%E5%AF%9B,YFuruchin,10/8,10/8,,,,39,いまず ひろし,http://google.co.jp/search?q=今津寛,北海道6区,比例,,3,1_小選挙区
Q11378895,伊佐進一,伊佐,進一,いさ進一,いさ しんいち,公明,,,確定,現職,,,27,6,,大阪府 6区,,,男性,1974-12-10,42,1974,,isashinichi,,,,,,http://isa41.net/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11378895,,,,,,,,581,いさ しんいち,http://google.co.jp/search?q=伊佐進一,大阪6区,,,,1_小選挙区
Q11379447,伊東信久,伊東,信久,いとう信久,いとう のぶひさ,維新,,,確定,現職,,,27,11,近畿,大阪府 11区,,,男性,1964-01-04,53,1964,,itonobuhisa,https://www.facebook.com/nobuhisai,https://www.facebook.com/itonobuhisa0104,,,,https://www.n-ito.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11379447,,mshk,10/9,10/9,,,,941,いとう のぶひさ,http://google.co.jp/search?q=伊東信久,大阪11区,比例,,2,1_小選挙区
Q11379575,伊東良孝,伊東,良孝,伊東 よしたか,いとう よしたか,自民,,,確定,現職,,,1,7,北海道,北海道 7区,"釧路市議選挙(1985)
釧路市議選挙(1989)
釧路市議選挙(1993)
北海道議会選挙(1995)
北海道議会選挙(1999)
釧路市長選挙(2002)
釧路市長選挙(2006)
第45回衆議院議員総選挙(2009)
第46回衆議院議員総選挙(2012)
第47回衆議院議員総選挙(2016)","釧路市議選挙(1985)
釧路市議選挙(1989)
釧路市議選挙(1993)
北海道議会選挙(1995)
北海道議会選挙(1999)
釧路市長選挙(2002)
釧路市長選挙(2006)
第45回衆議院議員総選挙(2009)
第46回衆議院議員総選挙(2012)
第47回衆議院議員総選挙(2016)",男性,1948-11-24,68,1948,,,https://www.facebook.com/itoyoshitaka07,,,11044taka,,http://ito-yoshitaka.jp/,,https://ameblo.jp/i-yoshitaka-blog/,http://ito-yoshitaka.jp/profile.html,北海道旭川市,北海道釧路江南高等学校,北海道教育大学釧路分校,釧路パシフィックホテル,"釧路市議会議員
北海道議会議員
釧路市長",,,,https://www.wikidata.org/wiki/Q11379575,https://ja.wikipedia.org/wiki/%E4%BC%8A%E6%9D%B1%E8%89%AF%E5%AD%9D,Yfuruchin,10/9,10/9,,,,29,いとう よしたか,http://google.co.jp/search?q=伊東良孝,北海道7区,比例,,3,1_小選挙区
Q11382420,佐々木里加,佐々木,里加,,ささき りか,希望,,,確定,,,,13,19,東京,東京都 19区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ささき りか,,,,,,
